,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
111,601398.XSHG,601398,工商银行,XSHG,2007/11/12,8.35,8.35,8.19,8.38,7.86,8.17,199306784,1620396160,,0.0165,0.590025425,98574236300,2.73E+12,-0.0216,,32.3298,5.2383,1,
112,601398.XSHG,601398,工商银行,XSHG,2007/11/13,8.17,8.17,8.26,8.34,7.88,8,184010128,1490739330,,0.0153,0.590025425,96523120000,2.67E+12,-0.0208,,31.6571,5.1293,1,
113,601398.XSHG,601398,工商银行,XSHG,2007/11/14,8,8,8.13,8.36,8,8.35,165735408,1358833020,,0.0137,0.590025425,1.01E+11,2.79E+12,0.0438,,33.042,5.3537,1,
114,601398.XSHG,601398,工商银行,XSHG,2007/11/15,8.35,8.35,8.29,8.5,8.16,8.36,180303424,1508402300,,0.0149,0.590025425,1.01E+11,2.79E+12,0.0012,,33.0816,5.3601,1,
115,601398.XSHG,601398,工商银行,XSHG,2007/11/16,8.36,8.36,8.23,8.33,8.13,8.24,106450072,874680060,,0.0088,0.590025425,99418813600,2.75E+12,-0.0144,,32.6068,5.2832,1,
116,601398.XSHG,601398,工商银行,XSHG,2007/11/19,8.24,8.24,8.29,8.29,8.03,8.12,100835456,818715390,,0.0084,0.590025425,97970966800,2.71E+12,-0.0146,,32.1319,5.2062,1,
117,601398.XSHG,601398,工商银行,XSHG,2007/11/20,8.12,8.12,8.05,8.27,7.85,8.16,177697856,1421748350,,0.0147,0.590025425,98453582400,2.73E+12,0.0049,,32.2902,5.2319,1,
118,601398.XSHG,601398,工商银行,XSHG,2007/11/21,8.16,8.16,8.17,8.19,7.94,7.95,118876120,953796990,,0.0099,0.590025425,95919850500,2.66E+12,-0.0257,,31.4592,5.0972,1,
119,601398.XSHG,601398,工商银行,XSHG,2007/11/22,7.95,7.95,7.83,7.9,7.7,7.76,105503232,820767740,,0.0087,0.590025425,93627426400,2.59E+12,-0.0239,,30.7073,4.9754,1,
120,601398.XSHG,601398,工商银行,XSHG,2007/11/23,7.76,7.76,7.72,7.95,7.65,7.9,99959080,783593220,,0.0083,0.590025425,95316581000,2.64E+12,0.018,,31.2613,5.0652,1,
121,601398.XSHG,601398,工商银行,XSHG,2007/11/26,7.9,7.9,7.98,8.05,7.77,7.79,92137928,727848320,,0.0076,0.590025425,93989388100,2.60E+12,-0.0139,,30.8261,4.9947,1,
122,601398.XSHG,601398,工商银行,XSHG,2007/11/27,7.79,7.79,7.74,7.84,7.66,7.71,57625476,445933152,,0.0048,0.590025425,93024156900,2.58E+12,-0.0103,,30.5095,4.9434,1,
123,601398.XSHG,601398,工商银行,XSHG,2007/11/28,7.71,7.71,7.7,7.76,7.5,7.54,116498088,886258430,,0.0097,0.590025425,90973040600,2.52E+12,-0.022,,29.8368,4.8344,1,
124,601398.XSHG,601398,工商银行,XSHG,2007/11/29,7.54,7.54,7.61,8.08,7.61,8.02,199263568,1569363460,,0.0165,0.590025425,96764427800,2.68E+12,0.0637,,31.7362,5.1421,1,
125,601398.XSHG,601398,工商银行,XSHG,2007/11/30,8.02,8.02,8.03,8.14,7.93,7.99,134747584,1082894980,,0.0112,0.590025425,96402466100,2.67E+12,-0.0037,,31.6175,5.1229,1,
