,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
69,600036.XSHG,600036,招商银行,XSHG,2008-12-22,13.74,13.74,13.8,13.82,13.26,13.41,58416228,787982270,,0.0081,0.5127699971,97168136168.4,1.97223274105e+11,-0.024,8.1255,7.7855,2.3597,1,
70,600036.XSHG,600036,招商银行,XSHG,2008-12-23,13.41,13.41,13.36,13.36,12.67,12.83,78737472,1019040510,,0.0109,0.5127699971,92965487475.1,1.88693110124e+11,-0.0433,7.7741,7.4488,2.2576,1,
71,600036.XSHG,600036,招商银行,XSHG,2008-12-24,12.83,12.83,12.6,12.95,12.58,12.69,51105380,651972220,,0.0071,0.5127699971,91951055031.9,1.86634105025e+11,-0.0109,7.6893,7.3675,2.233,1,
72,600036.XSHG,600036,招商银行,XSHG,2008-12-25,12.69,12.69,12.72,12.88,12.26,12.37,45127496,566430720,,0.0062,0.5127699971,89632352304.5,1.81927807656e+11,-0.0252,7.4954,7.1817,2.1767,1,
73,600036.XSHG,600036,招商银行,XSHG,2008-12-26,12.37,12.37,12.38,12.51,12.28,12.36,39850672,493574912,,0.0055,0.5127699971,89559892844.3,1.81780735864e+11,-0.0008,7.4893,7.1759,2.1749,1,
74,600036.XSHG,600036,招商银行,XSHG,2008-12-29,12.36,12.36,12.24,12.38,12.03,12.27,35348308,430778272,,0.0049,0.5127699971,88907757702.2,1.80457089729e+11,-0.0073,7.4348,7.1237,2.1591,1,
75,600036.XSHG,600036,招商银行,XSHG,2008-12-30,12.27,12.27,12.28,12.55,12.05,12.16,48572364,598640960,,0.0067,0.5127699971,88110703639.7,1.78839300008e+11,-0.009,7.3681,7.0598,2.1397,1,
76,600036.XSHG,600036,招商银行,XSHG,2008-12-31,12.16,12.16,12.22,12.4,12.06,12.16,35542744,433450816,,0.0049,0.5127699971,88110769267.2,1.78839365636e+11,0.0,8.485,8.485,2.2491,1,
77,600036.XSHG,600036,招商银行,XSHG,2009-01-05,12.16,12.16,12.42,12.62,12.24,12.59,62110712,770104700,,0.0086,0.5127699971,91226528377.8,1.85163455046e+11,0.0354,8.7851,8.7851,2.3287,1,12.399
78,600036.XSHG,600036,招商银行,XSHG,2009-01-06,12.59,12.59,12.65,13.2,12.58,13.1,86854664,1125511550,,0.012,0.5127699971,94921963602.0,1.92664119229e+11,0.0405,9.141,9.141,2.423,1,12.959
79,600036.XSHG,600036,招商银行,XSHG,2009-01-07,13.1,13.1,13.04,13.42,12.85,12.87,70129344,922657540,,0.0097,0.5127699971,93255394775.4,1.89281466754e+11,-0.0176,8.9805,8.9805,2.3804,1,13.157
80,600036.XSHG,600036,招商银行,XSHG,2009-01-08,12.87,12.87,12.6,12.6,12.18,12.24,83826288,1033089600,,0.0116,0.5127699971,88690445380.8,1.8001594041e+11,-0.049,8.5409,8.5409,2.2639,1,12.324
81,600036.XSHG,600036,招商银行,XSHG,2009-01-09,12.24,12.24,12.24,12.51,12.2,12.45,56470064,698409920,,0.0078,0.5127699971,90212095179.0,1.83104449191e+11,0.0172,8.6874,8.6874,2.3028,1,12.368
82,600036.XSHG,600036,招商银行,XSHG,2009-01-12,12.45,12.45,12.42,12.65,12.26,12.33,67497424,839299840,,0.0093,0.5127699971,89342581008.6,1.8133958703e+11,-0.0096,8.6037,8.6037,2.2806,1,12.435
83,600036.XSHG,600036,招商银行,XSHG,2009-01-13,12.33,12.33,11.99,12.14,11.78,12.02,68632944,822954560,,0.0095,0.5127699971,87096336068.4,1.76780359781e+11,-0.0251,8.3874,8.3874,2.2232,1,11.991
84,600036.XSHG,600036,招商银行,XSHG,2009-01-14,12.02,12.02,12.0,12.88,11.99,12.77,82343424,1030325700,,0.0114,0.5127699971,92530799633.4,1.87810748287e+11,0.0624,8.9107,8.9107,2.362,1,12.513
85,600036.XSHG,600036,招商银行,XSHG,2009-01-15,12.77,12.77,12.56,13.05,12.36,12.54,96844272,1227342590,,0.0134,0.5127699971,90864230806.8,1.84428095812e+11,-0.018,8.7502,8.7502,2.3194,1,12.673
86,600036.XSHG,600036,招商银行,XSHG,2009-01-16,12.54,12.54,12.68,13.5,12.68,13.18,154883408,2044224130,,0.0214,0.5127699971,95501639715.6,1.93840694003e+11,0.051,9.1968,9.1968,2.4378,1,13.198
87,600036.XSHG,600036,招商银行,XSHG,2009-01-19,13.18,13.18,13.36,14.09,13.36,13.46,134459488,1845402750,,0.0186,0.5127699971,97530506113.2,1.97958705712e+11,0.0212,9.3922,9.3922,2.4896,1,13.725
88,600036.XSHG,600036,招商银行,XSHG,2009-01-20,13.46,13.46,13.42,13.6,13.27,13.57,52390632,705534530,,0.0072,0.5127699971,98327560769.4,1.99576496026e+11,0.0082,9.4689,9.4689,2.5099,1,13.467
89,600036.XSHG,600036,招商银行,XSHG,2009-01-21,13.57,13.57,13.22,14.07,13.22,13.66,100769136,1385590660,,0.0139,0.5127699971,98979696397.2,2.00900142647e+11,0.0066,9.5317,9.5317,2.5266,1,13.75
90,600036.XSHG,600036,招商银行,XSHG,2009-01-22,13.66,13.66,13.81,13.95,13.56,13.76,47505292,652348480,,0.0066,0.5127699971,99704291539.2,2.02370861114e+11,0.0073,9.6015,9.6015,2.5451,1,13.732
91,600036.XSHG,600036,招商银行,XSHG,2009-01-23,13.76,13.76,13.66,13.81,13.39,13.51,47979392,650250500,,0.0066,0.5127699971,97892803684.2,1.98694064946e+11,-0.0182,9.4271,9.4271,2.4988,1,13.553
92,600036.XSHG,600036,招商银行,XSHG,2009-02-02,13.51,13.51,13.64,13.75,13.4,13.5,38806104,526548128,,0.0054,0.5127699971,97820344170.0,1.98546993099e+11,-0.0007,9.4201,9.4201,2.497,1,13.569
93,600036.XSHG,600036,招商银行,XSHG,2009-02-03,13.5,13.5,13.51,14.09,13.48,13.91,58522068,810861500,,0.0081,0.5127699971,1.00791184252e+11,2.04576938815e+11,0.0304,9.7062,9.7062,2.5728,1,13.856
94,600036.XSHG,600036,招商银行,XSHG,2009-02-04,13.91,13.91,14.0,14.55,13.99,14.5,100235792,1436089340,,0.0138,0.5127699971,1.0506629559e+11,2.13254177773e+11,0.0424,10.1179,10.1179,2.6819,1,14.327
95,600036.XSHG,600036,招商银行,XSHG,2009-02-05,14.5,14.5,14.5,15.0,14.35,14.49,104183872,1534919550,,0.0144,0.5127699971,1.04993836076e+11,2.13107105926e+11,-0.0007,10.1109,10.1109,2.6801,1,14.733
96,600036.XSHG,600036,招商银行,XSHG,2009-02-06,14.49,14.49,14.54,15.0,14.5,14.99,76556064,1136065280,,0.0106,0.5127699971,1.08616811786e+11,2.20460698263e+11,0.0345,10.4598,10.4598,2.7726,1,14.84
97,600036.XSHG,600036,招商银行,XSHG,2009-02-09,14.99,14.99,15.29,15.4,14.74,15.04,120127544,1811621120,,0.0166,0.5127699971,1.08979109357e+11,2.21196057497e+11,0.0033,10.4947,10.4947,2.7818,1,15.081
98,600036.XSHG,600036,招商银行,XSHG,2009-02-10,15.04,15.04,14.96,14.99,14.41,14.86,114105456,1679551870,,0.0157,0.5127699971,1.07674838101e+11,2.18548764256e+11,-0.012,10.3691,10.3691,2.7485,1,14.719
99,600036.XSHG,600036,招商银行,XSHG,2009-02-11,14.86,14.86,14.48,15.22,14.26,14.93,212153136,3109573890,,0.0293,0.5127699971,1.08182054701e+11,2.19578267183e+11,0.0047,10.4179,10.4179,2.7615,1,14.657
100,600036.XSHG,600036,招商银行,XSHG,2009-02-12,14.93,14.93,14.9,14.97,14.1,14.36,157720496,2270899460,,0.0218,0.5127699971,1.04051862391e+11,2.11195171919e+11,-0.0382,10.0202,10.0202,2.656,1,14.398
101,600036.XSHG,600036,招商银行,XSHG,2009-02-13,14.36,14.36,14.39,14.92,14.2,14.81,172923696,2523234300,,0.0239,0.5127699971,1.0731254053e+11,2.17813405022e+11,0.0313,10.3342,10.3342,2.7393,1,14.592
102,600036.XSHG,600036,招商银行,XSHG,2009-02-16,14.81,14.81,14.96,15.98,14.96,15.93,240941280,3709939460,,0.0333,0.5127699971,1.15428006121e+11,2.34285451857e+11,0.0756,11.1157,11.1157,2.9464,1,15.398
